FIPS,COUNTY,STATE,POP,VETS,VET_PERCENT
01001,Autauga,Alabama,55869.0,5703.189465596,0.10208146674535074
01003,Baldwin,Alabama,223234.0,19665.803702160003,0.08809502003350746
01005,Barbour,Alabama,24686.0,1848.8450777059,0.07489447774876043
01007,Bibb,Alabama,22394.0,1264.8598145250999,0.05648208513553183
01009,Blount,Alabama,57826.0,3703.698806037,0.06404902303526096
01011,Bullock,Alabama,10101.0,419.3391609366,0.04151461844734185
01013,Butler,Alabama,19448.0,1412.4003802579,0.07262445394168553
01015,Calhoun,Alabama,113605.0,9768.33263078,0.08598505902715549
01017,Chambers,Alabama,33254.0,2290.69418778,0.06888477138930654
01019,Cherokee,Alabama,26196.0,1954.8136168780002,0.07462259951435335
01021,Chilton,Alabama,44428.0,2824.7485251987,0.0635803665525952
01023,Choctaw,Alabama,12589.0,769.8413347249999,0.06115190521288426
01025,Clarke,Alabama,23622.0,1461.2946420952,0.06186159690522395
01027,Clay,Alabama,13235.0,941.71537498,0.07115340951870042
01029,Cleburne,Alabama,14910.0,845.7093669422001,0.056720950163796115
01031,Coffee,Alabama,52342.0,6703.924473868801,0.12807925707593903
01033,Colbert,Alabama,55241.0,3838.3928879170003,0.06948449318290763
01035,Conecuh,Alabama,12067.0,829.3986135355,0.06873279303352117
01037,Coosa,Alabama,10663.0,865.1693724999999,0.0811375196942699
01039,Covington,Alabama,37049.0,3126.143622977,0.08437862352498043
01041,Crenshaw,Alabama,13772.0,1011.754869487,0.07346462892005517
01043,Cullman,Alabama,83768.0,6329.6935268180005,0.0755621899390937
01045,Dale,Alabama,49172.0,6538.74811387,0.1329770624312617
01047,Dallas,Alabama,37196.0,2440.3908978050003,0.06560896058191742
01049,DeKalb,Alabama,71513.0,3421.2850637789998,0.04784144230809782
01051,Elmore,Alabama,81209.0,7356.383123812299,0.09058581097923013
01053,Escambia,Alabama,36633.0,2411.352242244,0.06582459100384899
01055,Etowah,Alabama,102268.0,7185.66084257,0.07026304261909884
01057,Fayette,Alabama,16302.0,1248.4253347925,0.07658111488114956
01059,Franklin,Alabama,31362.0,1249.362759913,0.03983683310735922
01061,Geneva,Alabama,26271.0,2291.2721159029998,0.08721678336960907
01063,Greene,Alabama,8111.0,413.0443802428,0.050923977344692395
01065,Hale,Alabama,14651.0,826.7114088482,0.056426961220954204
01067,Henry,Alabama,17205.0,1275.4758060169002,0.0741340195301889
01069,Houston,Alabama,105882.0,9104.76097418,0.08598969583290834
01071,Jackson,Alabama,51626.0,3056.199239444,0.059198838558943166
01073,Jefferson,Alabama,658573.0,41562.3905733,0.06310977002291318
01075,Lamar,Alabama,13805.0,824.848165095,0.05974995763093082
01077,Lauderdale,Alabama,92729.0,5855.2142229477995,0.06314329091166516
01079,Lawrence,Alabama,32924.0,1521.5304232386,0.04621341341388045
01081,Lee,Alabama,164542.0,11466.27873887,0.0696860299429325
01083,Limestone,Alabama,98915.0,7495.4274391774,0.07577644886192589
01085,Lowndes,Alabama,9726.0,563.1542709299999,0.0579019402560148
01087,Macon,Alabama,18068.0,1450.557843746,0.08028325457969891
01089,Madison,Alabama,372909.0,33203.412779880004,0.08903891507011095
01091,Marengo,Alabama,18863.0,1133.0842730282998,0.060069144517218884
01093,Marion,Alabama,29709.0,1697.4801401965,0.057136899262731834
01095,Marshall,Alabama,96774.0,5368.28574743,0.05547239700157067
01097,Mobile,Alabama,413210.0,29786.229593011,0.07208496791706638
01099,Monroe,Alabama,20733.0,1414.8956355338,0.06824365193333333
01101,Montgomery,Alabama,226486.0,19234.398645020003,0.08492533156583632
01103,Morgan,Alabama,119679.0,7832.323493279999,0.06544442628431052
01105,Perry,Alabama,8923.0,444.91426125879997,0.0498615108437521
01107,Pickens,Alabama,19930.0,1333.3661298665002,0.06690246512124938
01109,Pike,Alabama,33114.0,2284.065369337,0.06897582198879627
01111,Randolph,Alabama,22722.0,1510.5625981360001,0.06648017771921487
01113,Russell,Alabama,57961.0,6394.747455039001,0.11032845283965081
01115,St. Clair,Alabama,89512.0,6596.4263811399,0.07369320740392238
01117,Shelby,Alabama,217702.0,14025.36187429,0.06442458899913643
01119,Sumter,Alabama,12427.0,568.6258940418,0.045757294121010705
01121,Talladega,Alabama,79978.0,5171.58076781,0.06466254179661907
01123,Tallapoosa,Alabama,40367.0,3006.755863861,0.07448549220553917
01125,Tuscaloosa,Alabama,209355.0,12241.33222878,0.05847164972787849
01127,Walker,Alabama,63521.0,4214.96202482,0.06635541041261944
01129,Washington,Alabama,16326.0,857.5794528179998,0.05252844865968393
01131,Wilcox,Alabama,10373.0,553.3405873046,0.053344315752877666
01133,Winston,Alabama,23629.0,1508.038072479,0.06382149360865885
02013,Aleutians East Borough,Alaska,3337.0,100.92092586160001,0.030243010446988315
02016,Aleutians West Census Area,Alaska,5634.0,160.2992468235,0.028452120486954207
02020,Anchorage Municipality,Alaska,288000.0,28804.02802546,0.10001398619951389
02050,Bethel Census Area,Alaska,18386.0,904.0798881003999,0.04917219015013597
02060,Bristol Bay Borough,Alaska,836.0,83.2448169483,0.099575139890311
02068,Denali Borough,Alaska,2097.0,185.83235285,0.0886181940152599
02070,Dillingham Census Area,Alaska,4916.0,231.5624416439,0.04710383271844996
02090,Fairbanks North Star Borough,Alaska,96849.0,12399.655925750001,0.12803081008322234
02100,Haines Borough,Alaska,2530.0,170.5418151983,0.06740783209418971
02105,Hoonah-Angoon Census Area,Alaska,2148.0,173.5689699999,0.08080492085656424
02110,Juneau City and Borough,Alaska,31974.0,2370.869867774,0.0741499301862138
02122,Kenai Peninsula Borough,Alaska,58708.0,5139.55068843,0.08754429870596853
02130,Ketchikan Gateway Borough,Alaska,13901.0,1203.392790823,0.08656879295180203
02150,Kodiak Island Borough,Alaska,12998.0,1079.8168731894002,0.083075617263379
02158,Kusilvak Census Area,Alaska,8314.0,318.4669761107,0.03830490451175126
02164,Lake and Peninsula Borough,Alaska,1592.0,50.7991485769,0.03190901292518844
02170,Matanuska-Susitna Borough,Alaska,108317.0,9334.159751809999,0.08617446709020743
02180,Nome Census Area,Alaska,10004.0,517.7862004195,0.05175791687519992
02185,North Slope Borough,Alaska,9832.0,297.9336442238,0.03030244550689585
02188,Northwest Arctic Borough,Alaska,7621.0,251.6358903782,0.033018749557564626
02195,Petersburg Borough,Alaska,3266.0,321.88069933500003,0.09855502122933253
02198,Prince of Wales-Hyder Census Area,Alaska,6203.0,427.1011682006,0.06885396875714976
02220,Sitka City and Borough,Alaska,8493.0,649.3545448791001,0.07645761743542918
02230,Skagway Municipality,Alaska,1183.0,92.49467451929999,0.07818653805519864
02240,Southeast Fairbanks Census Area,Alaska,6893.0,808.1969259585001,0.1172489374667779
02261,Valdez-Cordova Census Area,Alaska,9202.0,669.0929787652001,0.07271169080256466
02275,Wrangell City and Borough,Alaska,2502.0,265.5316360567,0.10612775222090327
02282,Yakutat City and Borough,Alaska,579.0,53.1133383582,0.09173288144766839
